id,rate
441,0.08459261059761047
442,0.3368716835975647
443,0.12406937777996063
444,0.07903555780649185
445,
446,
447,0.09132187068462372
448,0.11741674691438675
449,
450,0.11750095337629318
451,0.2452181875705719
452,
453,0.13174216449260712
454,
455,
456,0.11990535259246826
457,
458,0.320243239402771
459,0.1634274572134018
460,0.06465785950422287
461,0.1513773649930954
462,0.19977964460849762
463,0.1435873806476593
464,0.11166717112064362
465,0.3436729609966278
466,0.12292572855949402
467,0.25006386637687683
468,0.22310908138751984
469,0.1269349306821823
470,0.2596716582775116
471,
472,0.2714383006095886
473,
474,0.46033748984336853
475,
476,0.5445630550384521
477,0.17006781697273254
478,0.11845069378614426
479,0.5029056668281555
480,
481,0.47468847036361694
482,0.2557075321674347
483,
484,
485,0.13105155527591705
486,0.07703821361064911
487,0.5392516851425171
488,0.07369637489318848
489,0.40837472677230835
490,0.3890747129917145
491,0.5067912936210632
492,0.29875999689102173
493,
494,0.3511691093444824
495,0.3987506926059723
496,0.16681267321109772
497,0.4484953284263611
498,0.10666346549987793
499,0.06282595545053482
500,0.552860677242279
501,0.5181854367256165
502,0.17230765521526337
503,
504,0.5539302229881287
505,
506,0.063670314848423
507,0.3838370442390442
508,0.22656020522117615
509,
510,0.32827165722846985
511,0.23444530367851257
512,
513,0.3416528105735779
514,0.16033132374286652
515,0.2621685266494751
516,0.21528911590576172
517,0.08273175358772278
518,0.4735596179962158
519,0.27363380789756775
520,0.07965603470802307
521,
522,0.16557861864566803
523,0.507158637046814
524,0.2261275351047516
525,
526,0.08217164129018784
527,0.18052618205547333
528,0.152205228805542
529,
530,0.3619149327278137
531,0.35916459560394287
532,0.18744626641273499
533,0.5193778872489929
534,0.3845919072628021
535,
536,0.17297790944576263
537,0.08877240121364594
538,
539,0.06378290802240372
540,
541,0.3650939464569092
542,0.06355490535497665
543,0.085649773478508
544,0.13563381135463715
545,0.4696735143661499
546,0.14067882299423218
547,0.12359090149402618
548,
549,
550,0.06329420208930969
551,0.4487197697162628
552,0.22934433817863464
553,0.46658381819725037
554,
555,0.5161823034286499
556,0.15914030373096466
557,0.4708818197250366
558,0.10777919739484787
559,0.3426133394241333
560,0.1218770295381546
561,0.192755788564682
562,0.13611945509910583
563,0.37961345911026
564,0.5268815159797668
565,0.41333749890327454
566,0.12934979796409607
567,0.2451898604631424
568,0.08696354180574417
569,0.09846033900976181
570,0.5452165603637695
571,0.30475571751594543
572,0.534522533416748
573,0.2134017050266266
574,0.4979827404022217
575,0.3384978771209717
576,
577,0.10003714263439178
578,0.4724457561969757
579,
580,0.30862313508987427
581,0.49341943860054016
582,
583,
584,0.3358221650123596
585,
586,0.13284970819950104
587,
588,0.1601095199584961
589,0.06554944068193436
590,
591,0.5450449585914612
592,
593,0.5042826533317566
594,0.06453122943639755
595,0.3663722276687622
596,0.2813394367694855
597,0.10370028018951416
598,0.48187315464019775
599,0.2226082980632782
600,0.33241188526153564
601,0.17303471267223358
602,0.14912980794906616
603,0.11648490279912949
604,0.5595830678939819
605,0.135344997048378
606,0.2794962525367737
607,0.5212510824203491
608,
609,0.2688145339488983
610,0.08839833736419678
611,0.12609462440013885
612,0.532456636428833
613,0.3787277340888977
614,0.42286935448646545
615,
616,0.20171518623828888
617,
618,0.4663933217525482
619,
620,0.34565070271492004
621,0.3568323850631714
622,
623,0.4114144742488861
624,0.4389999210834503
625,0.2649197578430176
626,
627,0.5549415946006775
628,0.48201984167099
629,0.3289659023284912
630,0.2545766234397888
631,0.3328292667865753
632,0.4986896812915802
633,0.5595830678939819
634,0.20202089846134186
635,0.3417138159275055
636,0.07678630948066711
637,
638,
639,
640,0.17050589621067047
641,0.48067644238471985
642,0.11844824254512787
643,
644,0.06371565163135529
645,0.062039684504270554
646,0.3172394633293152
647,0.0810161828994751
648,
649,
650,0.3078081011772156
651,0.061423372477293015
652,0.5040715336799622
653,0.09338150918483734
654,0.5001819729804993
655,0.39273062348365784
656,0.33637750148773193
657,0.3354817032814026
658,0.11700029671192169
659,
660,
661,
662,0.06542244553565979
663,
664,0.4217578172683716
665,0.3903365135192871
666,0.13143642246723175
667,0.1096479594707489
668,0.1260344684123993
669,0.25343599915504456
670,0.30036330223083496
671,0.4871850907802582
672,0.3270966708660126
673,0.20531311631202698
674,0.19386564195156097
675,0.5203004479408264
676,0.3637070953845978
677,
678,0.06757135689258575
679,0.5147147178649902
680,0.5062007308006287
681,
682,0.1432403177022934
683,0.09727201610803604
684,0.3787277340888977
685,0.11849750578403473
686,
687,
688,0.3483097553253174
689,0.08363587409257889
690,0.17451359331607819
691,0.3684566915035248
692,0.5038805603981018
693,0.215742826461792
694,0.30840393900871277
695,0.15867385268211365
696,0.07814283668994904
697,0.22599142789840698
698,
699,0.279723584651947
700,
701,
702,0.07374638319015503
703,
704,0.14953671395778656
705,0.4777938723564148
706,0.4585542380809784
707,0.19703452289104462
708,0.12585848569869995
709,
710,
711,
712,0.1216828003525734
713,0.2575601637363434
714,0.2259044647216797
715,0.31782370805740356
716,0.07602866739034653
717,
718,0.1203245222568512
719,0.06030638515949249
720,0.29057082533836365
721,0.17110535502433777
722,0.29278963804244995
723,0.07142274081707001
724,0.1995699554681778
725,0.167213574051857
726,0.3976476788520813
727,
728,0.5343770980834961
729,
730,
731,0.21293221414089203
732,0.1138862743973732
733,
734,
735,0.1359480619430542
736,0.3868018090724945
737,0.10085270553827286
738,
739,
740,
741,
742,0.08042920380830765
743,0.14622341096401215
744,0.40985387563705444
745,0.4145192801952362
746,0.32034584879875183
747,
748,0.5064884424209595
749,0.3848764896392822
750,0.1050473004579544
751,0.29712599515914917
752,0.14081960916519165
753,0.543582022190094
754,0.06693845242261887
755,0.13515852391719818
756,0.18875885009765625
757,0.2492687702178955
758,0.18827784061431885
759,0.2764991819858551
760,0.11098876595497131
761,
762,0.10260586440563202
763,0.20249396562576294
764,0.2931783199310303
765,0.3090185821056366
766,
767,0.2586437463760376
768,0.17519180476665497
769,0.07431100308895111
770,0.3975878655910492
771,0.31297504901885986
772,0.3173925578594208
773,
774,0.3733474314212799
775,0.11990535259246826
776,0.0889367163181305
777,
778,
779,
780,0.06112665310502052
781,0.09431823343038559
782,0.20181868970394135
783,0.1615191400051117
784,0.10788338631391525
785,0.46088191866874695
786,0.48657703399658203
787,0.5114311575889587
788,0.33883267641067505
789,0.2583978474140167
790,0.23315317928791046
791,0.44692263007164
792,0.25278300046920776
793,0.35048893094062805
794,0.06798321008682251
795,0.1745326817035675
796,0.11312262713909149
797,0.5034885406494141
798,0.4986896812915802
799,0.42544135451316833
800,
801,0.328071653842926
802,0.18896488845348358
803,0.10833987593650818
804,
805,
806,0.31897518038749695
807,0.3563632369041443
808,
809,0.3012538254261017
810,0.06243935599923134
811,0.1746910661458969
812,
813,0.1293005645275116
814,0.4110349118709564
815,
816,0.07656526565551758
817,0.4470630884170532
818,0.15375933051109314
819,0.06361773610115051
820,0.3942103981971741
821,0.14401884377002716
822,0.28507453203201294
823,0.3997373580932617
824,0.3829420506954193
825,0.49222055077552795
826,0.08809271454811096
827,0.42429742217063904
828,
829,0.2758011817932129
830,0.19308900833129883
831,0.4779374599456787
832,0.10313740372657776
833,0.1109061911702156
834,0.11612111330032349
835,
836,0.35233867168426514
837,0.2537481188774109
838,0.14245715737342834
839,0.5387365818023682
840,0.2807455360889435
841,0.4049084782600403
842,
843,0.06112810969352722
844,
845,0.16839046776294708
846,0.3210054337978363
847,0.07941277325153351
848,0.4433421194553375
849,0.09799522161483765
850,
851,0.3244325518608093
852,0.22212764620780945
853,
854,
855,
856,0.3189336955547333
857,0.17358677089214325
858,0.14930669963359833
859,0.3828096091747284
860,0.08640484511852264
861,0.07590597867965698
862,
863,0.14743295311927795
864,0.41235053539276123
865,0.4048217833042145
866,
867,0.06077330559492111
868,
869,0.09316450357437134
870,0.11122271418571472
871,0.47763586044311523
872,0.15849700570106506
873,0.1339150220155716
874,0.07138870656490326
875,0.27777302265167236
876,0.4821241497993469
877,0.09533730894327164
878,
879,0.1231251060962677
880,0.205287903547287
881,0.4937947690486908
882,
883,
884,0.2665240168571472
885,0.31983888149261475
886,
887,
888,
889,
890,
891,0.06259623914957047
892,0.08011617511510849
893,0.43743085861206055
894,0.06482776254415512
895,0.14466609060764313
896,0.10092069208621979
897,
898,
899,0.29021796584129333
900,0.1675190031528473
901,0.34348270297050476
902,0.3544984757900238
903,0.4252804219722748
904,
905,
906,
907,
908,0.17584863305091858
909,0.10184605419635773
910,
911,0.2904667556285858
912,
913,
914,0.13898903131484985
915,0.2670620381832123
916,0.2056390941143036
917,0.12228018790483475
918,0.27710554003715515
919,0.29593801498413086
920,0.37421151995658875
921,0.30506816506385803
922,0.32272300124168396
923,
924,0.11113250255584717
925,
926,0.3042457103729248
927,0.41698214411735535
928,0.38992807269096375
929,0.12628784775733948
930,0.4467129707336426
931,0.14253796637058258
932,0.46403786540031433
933,
934,0.2993699610233307
935,0.4584357738494873
936,0.12879835069179535
937,0.36640748381614685
938,0.2617819905281067
939,0.33877524733543396
940,0.15945246815681458
941,0.38858455419540405
942,
943,
944,0.5193778872489929
945,
946,0.31179994344711304
947,0.18143635988235474
948,0.20440764725208282
949,0.3227193057537079
950,0.18506450951099396
951,0.27453988790512085
952,0.4882829487323761
953,0.1644948124885559
954,0.4581882953643799
955,0.22374318540096283
956,
957,0.12611162662506104
958,0.24256692826747894
959,0.1056409701704979
960,
961,0.1622287631034851
962,0.4357125461101532
963,0.5244060754776001
964,
965,
966,0.2073928564786911
967,0.1789541244506836
968,0.2794962525367737
969,0.3649388253688812
970,0.14414066076278687
971,0.3319908678531647
972,0.0955856591463089
973,0.4971494972705841
974,0.14983375370502472
975,0.3297402262687683
976,0.30043235421180725
977,
978,0.38750573992729187
979,0.4771486222743988
980,0.556027889251709
981,
982,
983,0.22933928668498993
984,0.18323343992233276
985,
986,0.06518873572349548
987,0.34741246700286865
988,0.08111846446990967
989,
990,0.4173499047756195
991,0.06344988942146301
992,
993,
994,
995,0.14593453705310822
996,0.4902244210243225
997,
998,
999,0.06627819687128067
1000,
1001,
1002,0.5441380143165588
1003,0.3940177857875824
1004,0.32563281059265137
1005,0.1749151647090912
1006,0.12778696417808533
1007,0.15113767981529236
1008,
1009,0.14865931868553162
1010,0.12370431423187256
1011,0.12376902997493744
1012,0.06289415061473846
1013,0.3261832296848297
1014,0.2514650523662567
1015,0.177448108792305
1016,0.2769676744937897
1017,0.37675565481185913
1018,0.2582114040851593
1019,
1020,0.27703484892845154
1021,0.06069763004779816
1022,0.08584155887365341
1023,0.4349164664745331
1024,
1025,0.4523147940635681
1026,
1027,0.0669071227312088
1028,0.41139477491378784
1029,0.1908200979232788
1030,
1031,0.1273902803659439
1032,0.08268675208091736
1033,0.39344239234924316
1034,0.23011253774166107
1035,0.36274778842926025
1036,
1037,
1038,0.23522813618183136
1039,
1040,0.3628718852996826
1041,0.3788813054561615
1042,0.07623819261789322
1043,0.1438221037387848
1044,0.2769356667995453
1045,0.26886212825775146
1046,0.1453382521867752
1047,0.20743179321289062
1048,0.14219991862773895
1049,
1050,0.118893563747406
1051,0.15946245193481445
1052,0.08468378335237503
1053,0.10052758455276489
1054,0.1578124314546585
1055,0.2324577420949936
1056,0.3558254837989807
1057,
1058,0.28707486391067505
1059,0.49222055077552795
1060,
1061,
1062,
1063,
1064,0.3570379614830017
1065,0.21004067361354828
1066,
1067,0.06325925141572952
1068,0.37200284004211426
1069,0.4101954996585846
1070,0.27507585287094116
1071,0.11385905742645264
1072,0.4664359390735626
1073,0.3298358917236328
1074,
1075,
1076,0.0876457542181015
1077,0.08448683470487595
1078,0.3685861825942993
1079,0.1456792801618576
1080,0.22236910462379456
1081,
1082,0.18097245693206787
1083,
1084,0.48160842061042786
1085,0.21406744420528412
1086,0.3488672971725464
1087,0.30985820293426514
1088,0.47251400351524353
1089,0.19306129217147827
1090,0.30941054224967957
1091,0.06644612550735474
1092,
1093,
1094,0.23739218711853027
1095,
1096,0.12207388877868652
1097,0.1686645746231079
1098,0.10869521647691727
1099,0.26271530985832214
1100,
1101,0.4223618507385254
1102,0.20240101218223572
1103,0.15415002405643463
1104,0.0636909231543541
1105,0.23694059252738953
1106,0.3541494905948639
1107,0.3685861825942993
1108,0.08868686109781265
1109,0.07620570808649063
1110,0.31872203946113586
1111,
1112,0.49449488520622253
1113,0.12103579193353653
1114,0.4349164664745331
1115,0.10258457809686661
1116,0.4088110625743866
1117,0.32908374071121216
1118,0.19626949727535248
1119,0.19024047255516052
1120,0.07366234064102173
1121,
1122,0.09655535221099854
1123,0.22254344820976257
1124,0.36167627573013306
1125,0.17681217193603516
1126,0.337205171585083
1127,0.19143982231616974
1128,0.13606838881969452
1129,0.10654881596565247
1130,
1131,
1132,0.0659484714269638
1133,0.40523561835289
1134,
1135,
1136,0.5143458247184753
1137,0.4363575875759125
1138,
1139,0.28141456842422485
1140,0.21679143607616425
1141,0.30901840329170227
1142,
1143,
1144,0.5154007077217102
1145,0.09037664532661438
1146,0.4986066222190857
1147,
1148,0.3329797685146332
1149,0.4522136151790619
1150,0.28981271386146545
1151,0.45710116624832153
1152,0.09193065762519836
1153,0.29231545329093933
1154,
1155,0.18164250254631042
1156,
1157,0.2471218705177307
1158,0.11661679297685623
1159,0.27776142954826355
1160,0.2593623995780945
1161,
1162,
1163,0.1747657060623169
1164,
1165,0.3014107048511505
1166,0.20995789766311646
1167,0.38499778509140015
1168,0.1426929086446762
1169,0.28868573904037476
1170,0.14854857325553894
1171,0.5489236116409302
1172,
1173,0.17860755324363708
1174,0.08246693015098572
1175,0.1353188008069992
1176,
1177,0.24282792210578918
1178,0.1856849193572998
1179,0.3868524730205536
1180,0.49222055077552795
1181,
1182,0.3853461742401123
1183,
1184,
1185,0.10994231700897217
1186,
1187,0.302563339471817
1188,0.13515852391719818
1189,0.4526057243347168
1190,
1191,
1192,0.19387491047382355
1193,
1194,0.09768930077552795
1195,0.34113579988479614
1196,0.5595830678939819
1197,
1198,0.2124004065990448
1199,0.06044628843665123
1200,0.5161823034286499
1201,0.44526949524879456
1202,0.3971720039844513
1203,0.4584357738494873
1204,
1205,
1206,
1207,0.0612848661839962
1208,0.13545240461826324
1209,0.1513773649930954
1210,
1211,0.5332807898521423
1212,0.5366873741149902
1213,0.2525467574596405
1214,0.15911026298999786
1215,0.42544135451316833
1216,
1217,0.37421151995658875
1218,
1219,
1220,0.06048869341611862
1221,0.3136812746524811
1222,
1223,0.19564419984817505
1224,0.07418334484100342
1225,0.06366599351167679
1226,0.17693424224853516
1227,
1228,0.4434202313423157
1229,0.16245266795158386
1230,
1231,0.5555671453475952
1232,0.12167501449584961
1233,
1234,0.24107880890369415
1235,0.10609661787748337
1236,0.28183695673942566
1237,
1238,0.3810732066631317
1239,0.15230432152748108
1240,0.38596242666244507
1241,0.33898109197616577
1242,
1243,
1244,0.4486924111843109
1245,
1246,0.4058496356010437
1247,
1248,0.40813058614730835
1249,0.20034798979759216
1250,0.31404203176498413
1251,0.3385333716869354
1252,0.12839864194393158
1253,0.22976630926132202
1254,0.13556604087352753
1255,0.5539302229881287
1256,0.3190503716468811
1257,0.09497828036546707
1258,
1259,
1260,0.13813865184783936
1261,
1262,0.09214779734611511
1263,0.10818211734294891
1264,0.291609525680542
1265,0.32975876331329346
1266,0.061017487198114395
1267,0.4363575875759125
1268,0.43261271715164185
1269,
1270,
1271,0.15198026597499847
1272,0.3864132761955261
1273,
1274,0.3860124945640564
1275,
1276,0.23768410086631775
1277,0.2778835892677307
1278,
1279,0.5538448095321655
1280,
1281,0.4086972177028656
1282,0.22887647151947021
1283,0.4470630884170532
1284,0.18164250254631042
1285,0.20595312118530273
1286,0.20136630535125732
1287,
1288,0.2456177920103073
1289,
1290,0.07207883149385452
1291,0.5360497236251831
1292,0.28824880719184875
1293,0.28551825881004333
1294,
1295,
1296,0.4871850907802582
1297,0.3613757789134979
1298,0.4033602178096771
1299,0.33488279581069946
1300,0.17188449203968048
1301,
1302,0.18323737382888794
1303,0.21838143467903137
1304,0.287986695766449
1305,0.06118949130177498
1306,0.39412808418273926
1307,
1308,0.09464441984891891
1309,0.0808442085981369
1310,0.11214964091777802
1311,0.09909136593341827
1312,0.12862366437911987
1313,0.33101317286491394
1314,0.062039684504270554
1315,0.14914856851100922
1316,0.1667529195547104
1317,0.07318640500307083
1318,0.20124894380569458
1319,0.37444379925727844
1320,
1321,0.06488245725631714
1322,0.44259580969810486
1323,0.11740195751190186
1324,
1325,0.16225606203079224
1326,
1327,0.14959603548049927
1328,
1329,0.33184680342674255
1330,0.4480694830417633
1331,
1332,0.07914908975362778
1333,
1334,0.09670159220695496
1335,0.4736146032810211
1336,0.195083886384964
1337,
1338,0.25009971857070923
1339,0.06625336408615112
1340,0.19422109425067902
1341,0.43739739060401917
1342,0.5159591436386108
1343,0.07310624420642853
1344,0.5028325319290161
1345,0.11506807804107666
1346,0.13518401980400085
1347,0.15299557149410248
1348,0.5117285251617432
1349,0.431875079870224
1350,
1351,
1352,0.20055359601974487
1353,0.30475857853889465
1354,
1355,0.20169076323509216
1356,0.0944124311208725
1357,0.1752557009458542
1358,0.32903721928596497
1359,
1360,0.17814859747886658
1361,0.29809626936912537
1362,
1363,0.060518909245729446
1364,0.15709486603736877
1365,0.360506147146225
1366,0.34805047512054443
1367,0.12790632247924805
1368,0.13046886026859283
1369,0.11893714219331741
1370,
1371,0.19590884447097778
1372,0.22813037037849426
1373,0.22530560195446014
1374,
1375,0.26176032423973083
1376,0.14622341096401215
1377,0.3048679828643799
1378,0.5189367532730103
1379,0.08446913957595825
1380,0.3942021131515503
1381,0.2939324378967285
1382,0.06491934508085251
1383,0.4413790702819824
1384,0.2615572512149811
1385,
1386,0.29878923296928406
1387,0.3646838665008545
1388,0.36452198028564453
1389,0.18603263795375824
1390,0.30941057205200195
1391,
1392,
1393,0.13614444434642792
1394,0.06101744621992111
1395,0.06269799917936325
1396,0.14436666667461395
1397,0.14764262735843658
1398,0.06310579925775528
1399,0.3062446415424347
1400,0.16765271127223969
1401,
1402,0.31169256567955017
1403,
1404,
1405,0.26364022493362427
1406,0.06456152349710464
1407,
1408,
1409,
1410,0.2792111337184906
1411,0.4414932131767273
1412,0.21828648447990417
1413,
1414,0.09987111389636993
1415,0.21385523676872253
1416,0.4499005973339081
1417,0.08558729290962219
1418,0.38396862149238586
1419,0.5173563361167908
1420,0.07814283668994904
1421,0.4035821855068207
1422,0.12456227838993073
1423,0.34176453948020935
1424,
1425,0.512986958026886
1426,0.5388711094856262
1427,
1428,
1429,
1430,0.34391042590141296
1431,0.06114240363240242
1432,
1433,
1434,0.4567841589450836
1435,0.521260678768158
1436,0.07236729562282562
1437,0.2688840925693512
1438,0.4584296941757202
1439,0.5189989805221558
1440,0.39676475524902344
1441,
1442,0.32901012897491455
1443,
1444,
1445,0.2458329051733017
1446,0.5089167356491089
1447,0.3758329451084137
1448,0.06069395691156387
1449,0.5387149453163147
1450,0.4398053288459778
1451,0.11410076916217804
1452,
1453,0.278556764125824
1454,0.10033507645130157
1455,0.15603354573249817
1456,0.18603749573230743
1457,0.08263128995895386
1458,0.38762369751930237
1459,
1460,0.2004680633544922
1461,0.4081170856952667
1462,
1463,0.21528911590576172
1464,0.08824821561574936
1465,
1466,0.27852749824523926
1467,0.08444595336914062
1468,0.3567892611026764
1469,0.07463110238313675
1470,0.2572999894618988
1471,0.5165454149246216
1472,0.17264790832996368
1473,
1474,
1475,0.21672050654888153
1476,0.10545189678668976
1477,
1478,0.36452198028564453
1479,0.1026972308754921
1480,0.36162155866622925
1481,0.20398901402950287
1482,
1483,
1484,0.41679006814956665
1485,0.1931096464395523
1486,0.40378788113594055
1487,0.14851690828800201
1488,
1489,0.35489514470100403
1490,
